,Gr Liv Area,Total Bsmt SF,Garage Cars,Garage Area,Year Built,Year Remod/Add,TotRms AbvGrd,Mas Vnr Area,Fireplaces,Lot Frontage,Lot Area,porch_deck_sqft,all_baths_count,Neighborhood,MS Zoning,Bldg Type,Mas Vnr Type,House Style,Foundation,Sale Type,Overall Qual,Overall Cond,Exter Qual,Bsmt Qual,Heating QC,Kitchen Qual,Functional,Electrical,Garage Qual,SalePrice
1147,1954,798.0,2.0,431.0,1939,2006,8,312.0,2,66.28205128205128,15660,269,3.0,Crawfor,RL,1Fam,BrkFace,1.5Fin,CBlock,WD ,7,9,Gd,TA,Ex,Gd,Typ,SBrkr,TA,311500
1148,1176,816.0,2.0,528.0,1934,1950,6,0.0,1,52.0,6240,112,1.0,BrkSide,RM,1Fam,None,1.5Fin,PConc,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,114500
1149,1349,1349.0,2.0,539.0,2000,2001,6,108.0,0,65.0,8450,175,2.0,SawyerW,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,179000
1150,2276,2271.0,3.0,1348.0,2008,2008,7,554.0,2,91.0,11778,325,3.0,CollgCr,RL,1Fam,Stone,1Story,PConc,WD ,9,5,Gd,Gd,Ex,Ex,Typ,SBrkr,Gd,475000
1151,1376,768.0,1.0,240.0,1941,1950,6,0.0,1,79.0,9492,0,2.0,NAmes,RL,1Fam,None,1.5Fin,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,105000
1152,1525,756.0,2.0,440.0,2000,2000,5,456.0,1,64.17021276595744,2117,0,3.0,Somerst,FV,Twnhs,BrkFace,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,177000
1153,1200,600.0,2.0,480.0,2005,2005,5,0.0,0,30.0,3180,166,4.0,Somerst,FV,TwnhsE,None,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,165000
1154,1780,920.0,2.0,612.0,2007,2007,6,0.0,1,107.0,12852,192,4.0,Timber,RL,1Fam,None,2Story,PConc,New,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,264966
1155,1749,842.0,2.0,515.0,1999,1999,7,0.0,0,68.0,9272,225,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,196000
1156,2290,2320.0,3.0,1174.0,2007,2007,7,970.0,1,59.0,17169,222,5.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,New,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,500067
1157,1278,1278.0,2.0,584.0,2006,2006,5,0.0,0,72.0,8640,60,2.0,Somerst,FV,1Fam,None,1Story,PConc,New,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,198600
1158,1416,816.0,2.0,576.0,1918,2007,7,0.0,0,75.24528301886792,25339,112,2.0,Sawyer,RL,1Fam,None,1Story,BrkTil,WD ,5,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,112000
1159,1143,1143.0,2.0,588.0,2004,2004,5,0.0,1,34.0,3628,191,2.0,Somerst,FV,TwnhsE,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,176400
1160,1274,1274.0,2.0,508.0,2005,2007,6,80.0,0,68.0,8814,362,3.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,203000
1161,1374,840.0,1.0,338.0,1920,1950,6,0.0,0,90.0,5400,198,1.0,OldTown,RL,1Fam,None,1.5Fin,PConc,WD ,4,6,Fa,TA,Ex,TA,Typ,SBrkr,TA,105000
1162,1463,1463.0,2.0,539.0,1998,1998,5,0.0,0,65.0,14753,81,3.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,7,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,207000
1163,999,944.0,2.0,588.0,1961,2007,6,210.0,0,74.88947368421053,12122,220,2.0,NAmes,RL,1Fam,Stone,SFoyer,CBlock,WD ,7,9,Ex,TA,Gd,Ex,Typ,SBrkr,TA,178400
1164,2515,2035.0,2.0,484.0,1957,1975,9,0.0,2,66.28205128205128,32668,200,4.0,Crawfor,RL,1Fam,None,1Story,PConc,WD ,6,3,Gd,TA,TA,TA,Maj1,SBrkr,TA,200624
1165,1478,1478.0,2.0,442.0,1957,1957,6,0.0,2,70.0,8400,330,3.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,6,3,TA,TA,Gd,TA,Typ,SBrkr,TA,156500
1167,968,656.0,1.0,216.0,1927,2007,5,0.0,0,60.0,10800,0,2.0,OldTown,RL,1Fam,None,1Story,BrkTil,WD ,4,6,TA,TA,TA,TA,Typ,SBrkr,Fa,64500
1168,2713,1452.0,3.0,858.0,2008,2008,11,268.0,1,67.0,14948,192,4.0,NridgHt,RL,1Fam,Stone,2Story,PConc,New,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,446261
1169,1216,1216.0,1.0,336.0,1969,1969,5,200.0,0,75.0,9000,0,2.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,113000
1170,1220,1220.0,2.0,397.0,2005,2006,5,16.0,1,43.0,3182,116,2.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,180000
1171,1150,1078.0,1.0,288.0,1955,1955,6,176.0,0,80.0,9600,175,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,Ex,TA,Typ,SBrkr,TA,144000
1172,797,245.0,0.0,0.0,1900,1950,5,0.0,0,72.0,9392,130,1.0,IDOTRR,C (all),1Fam,None,1Story,CBlock,WD ,3,3,TA,Fa,TA,TA,Typ,SBrkr,No Garage,44000
1173,1212,506.0,2.0,492.0,1977,1995,6,46.0,1,88.0,8471,304,2.0,Sawyer,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,7,TA,Gd,TA,TA,Typ,SBrkr,TA,151000
1174,1200,1200.0,1.0,312.0,1923,1950,7,0.0,0,84.0,11340,228,1.0,OldTown,RM,1Fam,None,1Story,BrkTil,WD ,6,5,TA,TA,TA,TA,Typ,FuseA,Fa,125000
1175,1392,1392.0,2.0,528.0,1957,1996,5,180.0,1,75.24528301886792,11341,95,3.0,Sawyer,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,Gd,TA,TA,Mod,SBrkr,TA,121500
1176,883,828.0,2.0,698.0,1992,1993,5,0.0,1,70.0,7669,132,2.0,Mitchel,RL,1Fam,None,SFoyer,PConc,WD ,5,6,TA,Gd,TA,TA,Typ,SBrkr,TA,149000
1177,1670,1670.0,3.0,928.0,2006,2006,6,0.0,1,49.0,15218,440,4.0,Somerst,RL,1Fam,None,1Story,PConc,New,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,336820
1178,2520,1203.0,3.0,721.0,1995,1995,9,290.0,1,82.0,9950,338,3.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,290000
1179,1092,546.0,0.0,0.0,1970,1970,5,0.0,0,21.0,1476,226,2.0,MeadowV,RM,Twnhs,None,2Story,CBlock,WD ,4,7,TA,TA,Ex,TA,Typ,SBrkr,No Garage,76000
1180,2868,1992.0,3.0,716.0,2005,2006,11,208.0,1,85.0,16056,322,4.0,StoneBr,RL,1Fam,Stone,2Story,PConc,New,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,556581
1181,1573,756.0,2.0,440.0,2000,2000,5,216.0,0,64.17021276595744,2117,32,3.0,Somerst,FV,Twnhs,BrkFace,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,177500
1182,894,894.0,1.0,308.0,1962,1962,5,0.0,0,60.0,6600,0,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,Gd,TA,Typ,SBrkr,TA,109500
1183,1264,1068.0,2.0,528.0,1965,1977,7,0.0,1,85.0,15300,0,2.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,169000
1184,1128,698.0,2.0,528.0,1920,1950,6,0.0,0,60.0,7500,194,1.0,IDOTRR,C (all),1Fam,None,1.5Fin,CBlock,COD,4,4,TA,TA,TA,TA,Typ,FuseA,TA,68400
1185,1135,560.0,2.0,576.0,1936,2007,6,0.0,0,60.0,7200,256,2.0,SWISU,RL,1Fam,None,2Story,PConc,WD ,7,9,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,155000
1186,1688,1675.0,2.0,528.0,1988,1988,6,102.0,1,63.0,12680,189,3.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,7,6,Gd,Gd,Ex,Ex,Typ,SBrkr,TA,226500
1187,1792,963.0,2.0,564.0,2001,2001,7,172.0,1,80.0,12435,341,3.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,231500
1188,924,924.0,1.0,420.0,1952,1952,6,0.0,0,64.83177570093459,15783,324,1.0,OldTown,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,112500
1189,1280,1280.0,2.0,506.0,1992,1992,5,0.0,0,39.0,5070,226,2.0,StoneBr,RL,TwnhsE,None,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,180000
1190,1173,592.0,1.0,240.0,1901,1950,7,0.0,0,40.0,5680,102,2.0,OldTown,RM,1Fam,None,1.5Fin,CBlock,WD ,5,4,TA,TA,TA,TA,Typ,FuseA,TA,113000
1191,1680,1555.0,3.0,1138.0,2009,2009,8,242.0,1,84.0,10933,209,3.0,CollgCr,RL,1Fam,Stone,1Story,PConc,New,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,323262
1192,1034,456.0,2.0,504.0,1978,1978,5,23.0,1,75.24528301886792,8014,0,2.0,Sawyer,RL,1Fam,BrkFace,SFoyer,CBlock,WD ,6,5,TA,Gd,TA,TA,Typ,SBrkr,TA,149900
1193,1302,680.0,1.0,224.0,1940,1998,6,0.0,2,70.0,6960,126,2.0,Sawyer,RL,1Fam,None,1.5Fin,BrkTil,WD ,7,8,TA,TA,Ex,Gd,Typ,FuseA,TA,165250
1194,1601,1581.0,2.0,670.0,2001,2002,6,479.0,1,71.15384615384616,11423,180,3.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,272000
1195,896,0.0,1.0,280.0,1946,1950,4,0.0,0,99.0,5940,0,1.0,BrkSide,RM,1Fam,None,1Story,PConc,ConLD,4,7,TA,None,TA,TA,Typ,FuseA,TA,79000
1196,1150,1150.0,1.0,288.0,1961,1961,6,0.0,0,70.0,7000,162,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,4,TA,TA,TA,TA,Typ,SBrkr,TA,146000
1197,864,864.0,2.0,463.0,1970,1970,5,0.0,0,70.0,8120,0,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,4,7,TA,TA,Ex,TA,Typ,SBrkr,TA,124500
1198,1964,1100.0,2.0,760.0,2005,2006,8,192.0,1,75.0,12447,270,3.0,Somerst,RL,1Fam,Stone,2Story,PConc,New,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,252000
1199,1450,624.0,1.0,288.0,1920,1965,7,0.0,0,53.0,5350,192,1.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,7,8,TA,TA,Ex,TA,Typ,SBrkr,TA,132000
1200,3493,1470.0,3.0,870.0,1880,2002,10,0.0,1,87.0,18386,302,3.0,OldTown,RM,1Fam,None,2.5Fin,BrkTil,WD ,7,9,TA,TA,Ex,Gd,Typ,SBrkr,TA,295000
1201,2492,2492.0,3.0,949.0,2004,2005,8,730.0,1,100.0,14836,461,4.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,552000
1202,1731,836.0,2.0,462.0,1992,1993,7,0.0,0,70.0,9370,616,4.0,SawyerW,RL,1Fam,None,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,248500
1203,1648,1596.0,2.0,525.0,2007,2008,5,186.0,1,44.0,3843,368,4.0,Crawfor,RM,TwnhsE,Stone,1Story,PConc,New,8,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,294464
1204,1160,1113.0,1.0,257.0,1968,1968,6,0.0,0,77.3061224489796,17979,81,2.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,Ex,Gd,Typ,SBrkr,TA,152500
1205,1080,1080.0,0.0,0.0,2004,2005,6,120.0,0,63.0,7500,0,2.0,SawyerW,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,TA,Gd,Ex,Gd,Typ,SBrkr,No Garage,141000
1206,1548,804.0,2.0,440.0,1976,1976,7,0.0,1,24.0,2308,48,4.0,NPkVill,RL,TwnhsE,None,2Story,CBlock,WD ,6,6,TA,Gd,TA,Gd,Typ,SBrkr,TA,155000
1207,1405,1405.0,2.0,478.0,2003,2003,6,163.0,1,85.8395061728395,3136,184,2.0,NridgHt,RL,TwnhsE,Stone,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,171750
1208,1120,864.0,2.0,656.0,1966,2004,5,165.0,1,74.88947368421053,10710,162,2.0,NAmes,RL,1Fam,BrkFace,1Story,PConc,WD ,5,7,Gd,TA,Ex,TA,Typ,SBrkr,TA,148800
1209,1150,799.0,1.0,215.0,1942,1950,6,0.0,2,62.0,6488,264,1.0,Edwards,RL,1Fam,None,1.5Fin,BrkTil,WD ,5,5,TA,TA,Ex,TA,Mod,FuseA,TA,128000
1210,1364,1220.0,2.0,437.0,2006,2006,6,14.0,1,43.0,3087,116,3.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,210250
1211,1180,700.0,1.0,252.0,1922,1950,5,0.0,1,80.0,11600,67,1.0,Crawfor,RL,1Fam,None,1Story,BrkTil,WD ,4,5,TA,Fa,Ex,Fa,Typ,SBrkr,TA,137500
1212,2320,0.0,2.0,672.0,1948,1950,7,0.0,1,73.04838709677419,14762,264,2.0,Gilbert,RL,1Fam,None,2Story,Slab,WD ,5,6,TA,None,Gd,TA,Typ,SBrkr,TA,169000
1213,1216,832.0,1.0,336.0,1947,1950,6,0.0,0,80.0,8480,260,1.0,NAmes,RL,1Fam,None,1.5Fin,CBlock,COD,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,118500
1214,875,715.0,1.0,180.0,1931,1993,5,0.0,0,51.0,6120,48,2.0,BrkSide,RM,1Fam,None,1Story,BrkTil,WD ,5,7,TA,TA,TA,TA,Typ,FuseA,Fa,105000
1215,1117,1117.0,1.0,264.0,1963,1963,6,0.0,0,69.0,7590,0,1.0,NAmes,RL,1Fam,None,1Story,CBlock,COD,5,5,TA,TA,Ex,TA,Typ,SBrkr,TA,136870
1216,1792,1792.0,3.0,874.0,2003,2004,6,562.0,1,72.0,11846,255,3.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,374000
1217,1089,1089.0,1.0,252.0,1954,1954,5,0.0,1,62.0,7440,328,2.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,Gd,TA,TA,Typ,SBrkr,TA,125000
1218,1431,1099.0,1.0,296.0,1962,1962,6,305.0,1,101.0,9150,174,2.0,NAmes,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,165000
1219,1922,0.0,2.0,672.0,2003,2003,7,500.0,1,64.0,7301,177,3.0,Edwards,RL,1Fam,BrkFace,SFoyer,Slab,ConLD,7,5,Gd,None,Ex,Gd,Typ,SBrkr,TA,198500
1220,1297,1297.0,2.0,498.0,1954,1990,5,650.0,1,74.0,8532,0,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,Gd,TA,Typ,SBrkr,TA,153000
1221,1072,547.0,2.0,525.0,2005,2005,5,80.0,0,35.0,3675,28,2.0,Edwards,RM,TwnhsE,BrkFace,SLvl,PConc,WD ,5,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,145000
1222,894,894.0,1.0,308.0,1976,1976,5,0.0,0,75.0,10650,365,2.0,CollgCr,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,128200
1223,1040,0.0,2.0,625.0,1950,1950,5,0.0,0,60.0,7200,0,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,None,TA,TA,Typ,FuseF,TA,109500
1224,1559,1559.0,2.0,812.0,1948,1973,5,0.0,0,90.0,8100,346,2.0,OldTown,RM,1Fam,None,1Story,BrkTil,COD,5,6,TA,TA,Gd,TA,Min2,SBrkr,TA,153500
1225,1148,1148.0,1.0,672.0,1959,1959,6,0.0,0,70.0,7931,0,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,132500
1226,904,683.0,0.0,0.0,1922,1950,4,0.0,0,64.88297872340425,10020,0,2.0,Edwards,RL,1Fam,None,1Story,BrkTil,WD ,1,1,Fa,Fa,Gd,Fa,Maj1,FuseA,No Garage,61000
1228,1664,1664.0,2.0,616.0,1978,1978,10,0.0,0,65.0,8385,0,2.0,Mitchel,RL,Duplex,None,1Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,145000
1229,2872,1683.0,2.0,541.0,1992,2000,9,337.0,1,85.0,10678,33,3.0,NoRidge,RL,1Fam,BrkFace,1.5Fin,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,285000
1230,1629,3206.0,3.0,880.0,2003,2004,7,296.0,1,85.0,10655,0,3.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,284000
1231,1128,1302.0,2.0,480.0,1964,1964,6,138.0,1,160.0,18160,354,2.0,Gilbert,RL,1Fam,BrkCmn,1Story,CBlock,WD ,6,6,TA,TA,Fa,TA,Typ,SBrkr,TA,154204
1232,1811,1073.0,2.0,470.0,1956,2004,6,0.0,1,90.0,14115,280,1.0,Crawfor,RL,1Fam,None,1Story,PConc,WD ,6,7,TA,TA,Ex,Ex,Typ,SBrkr,TA,230000
1233,1172,1172.0,1.0,366.0,1954,1998,5,0.0,0,75.0,9525,240,2.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,TA,TA,TA,Typ,SBrkr,TA,128000
1234,988,988.0,2.0,520.0,1954,1954,4,0.0,0,100.0,21750,0,1.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,Ex,TA,Typ,FuseA,TA,113000
1235,1092,546.0,1.0,286.0,1970,1970,6,80.0,0,21.0,2001,0,2.0,MeadowV,RM,Twnhs,BrkFace,2Story,CBlock,WD ,4,5,TA,TA,Fa,TA,Typ,SBrkr,TA,75000
1236,1635,1065.0,2.0,440.0,1923,1950,6,0.0,1,70.0,8737,182,2.0,BrkSide,RL,1Fam,None,1.5Fin,BrkTil,WD ,6,7,TA,Gd,Ex,TA,Typ,FuseA,TA,210000
1237,1338,832.0,2.0,528.0,1915,1950,7,0.0,0,72.0,7822,208,2.0,Edwards,RL,1Fam,None,1.5Fin,BrkTil,WD ,6,3,TA,Fa,TA,TA,Typ,FuseF,TA,92000
1238,1584,1574.0,2.0,594.0,2007,2007,6,0.0,1,84.0,10440,256,2.0,Somerst,FV,1Fam,None,1Story,PConc,New,8,5,Ex,Gd,Ex,Ex,Typ,SBrkr,TA,261329
1239,1182,770.0,1.0,378.0,1945,1950,5,0.0,0,56.0,9576,0,2.0,OldTown,RM,1Fam,None,1.5Fin,CBlock,WD ,6,7,TA,Fa,TA,TA,Typ,SBrkr,Fa,120000
1240,882,882.0,2.0,461.0,1972,1972,5,0.0,0,70.0,7700,96,2.0,CollgCr,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,112500
1241,848,848.0,2.0,420.0,2004,2004,3,205.0,0,71.15384615384616,4426,140,2.0,CollgCr,RM,TwnhsE,BrkFace,1Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,145000
1242,1577,1577.0,2.0,564.0,2005,2005,6,394.0,1,48.0,7841,242,3.0,NridgHt,RL,TwnhsE,BrkFace,1Story,PConc,WD ,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,280000
1243,1224,1086.0,2.0,528.0,1979,1979,6,275.0,2,64.0,7018,120,4.0,SawyerW,RL,Duplex,Stone,SFoyer,CBlock,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,153337
1244,988,988.0,2.0,572.0,1961,1961,5,57.0,0,75.24528301886792,9945,0,2.0,Sawyer,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,128500
1245,2093,791.0,2.0,542.0,1986,1991,7,123.0,1,46.0,20544,427,3.0,NWAmes,RL,1Fam,BrkFace,2Story,CBlock,WD ,7,6,TA,Gd,Gd,TA,Typ,SBrkr,TA,215000
1246,2385,1066.0,3.0,600.0,1998,1998,8,275.0,1,83.0,10790,158,3.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,252000
1247,1000,1000.0,2.0,575.0,1963,1963,4,0.0,2,87.0,13050,386,2.0,ClearCr,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,Gd,Ex,TA,Typ,SBrkr,TA,164000
1248,2799,1286.0,3.0,704.0,1993,1993,8,420.0,1,88.73333333333333,12585,568,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,315000
1249,1767,1064.0,2.0,504.0,1987,1987,5,0.0,1,44.0,5306,476,3.0,StoneBr,RL,TwnhsE,None,2Story,PConc,WD ,7,7,Gd,Gd,Gd,Gd,Typ,SBrkr,Gd,239000
1250,1027,931.0,0.0,0.0,1920,2006,5,0.0,1,60.0,5400,28,2.0,OldTown,RM,1Fam,None,1Story,CBlock,WD ,7,6,Gd,TA,TA,Gd,Typ,SBrkr,No Garage,120000
1251,1647,953.0,2.0,460.0,1999,2000,7,0.0,1,62.0,7917,40,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,175000
1252,698,698.0,0.0,0.0,1947,2008,4,0.0,0,50.0,9405,200,2.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,5,9,TA,TA,Ex,TA,Typ,SBrkr,No Garage,118000
1253,693,693.0,0.0,0.0,1941,1950,4,0.0,0,153.0,4118,20,1.0,OldTown,RM,1Fam,None,1Story,CBlock,WD ,4,4,TA,TA,Fa,Fa,Typ,FuseA,No Garage,52500
1254,1004,502.0,1.0,200.0,1930,1950,5,0.0,1,66.0,3960,348,1.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,7,8,TA,TA,TA,Gd,Typ,SBrkr,Fa,105000
1255,1861,1341.0,3.0,851.0,2007,2007,7,156.0,1,73.0,9801,204,3.0,Somerst,RL,1Fam,Stone,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,257000
1256,1582,770.0,2.0,520.0,2004,2004,6,0.0,0,64.0,8320,45,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,185900
1257,935,742.0,1.0,308.0,1930,1960,4,0.0,0,50.0,9100,0,1.0,BrkSide,RM,1Fam,None,1Story,BrkTil,WD ,5,6,TA,TA,TA,TA,Typ,FuseA,TA,79500
1258,2267,1010.0,2.0,390.0,2002,2002,8,0.0,1,73.04838709677419,8068,166,3.0,Gilbert,RL,1Fam,None,2Story,PConc,ConLI,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,200000
1259,1686,1686.0,2.0,612.0,1980,1980,7,157.0,1,79.0,10240,515,3.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,Gd,TA,TA,Typ,SBrkr,TA,207500
1260,1636,818.0,1.0,288.0,1919,1950,7,0.0,1,54.0,9399,212,2.0,Crawfor,RL,1Fam,None,2.5Unf,BrkTil,WD ,7,8,TA,TA,TA,Gd,Typ,SBrkr,Fa,167000
1261,2340,1152.0,1.0,252.0,1941,2006,9,0.0,2,66.0,9042,60,2.0,Crawfor,RL,1Fam,None,2Story,Stone,WD ,7,9,Ex,TA,Ex,Gd,Typ,SBrkr,TA,266500
1262,976,976.0,1.0,215.0,1942,1950,5,0.0,0,50.0,7288,160,2.0,IDOTRR,RM,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,102000
1263,1029,1029.0,1.0,261.0,1961,1961,5,192.0,0,61.0,7943,103,2.0,Sawyer,RL,1Fam,BrkCmn,1Story,CBlock,WD ,4,5,TA,TA,Gd,TA,Typ,SBrkr,TA,118500
1264,954,920.0,1.0,240.0,1938,1950,5,0.0,1,50.0,6305,0,1.0,Crawfor,RL,1Fam,None,1Story,PConc,WD ,5,7,TA,Fa,Ex,Fa,Typ,SBrkr,Fa,119750
1265,1861,916.0,2.0,492.0,2002,2002,8,0.0,0,95.0,13450,237,4.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,200000
1266,2122,913.0,2.0,559.0,1996,1997,8,132.0,1,43.0,11492,74,4.0,SawyerW,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,220000
1267,1573,1078.0,2.0,360.0,1930,1992,8,0.0,1,52.0,6240,0,2.0,BrkSide,RM,1Fam,None,1.5Fin,PConc,WD ,5,7,TA,TA,TA,TA,Typ,SBrkr,TA,162900
1268,1826,910.0,1.0,164.0,1915,2005,7,0.0,1,50.0,2500,0,3.0,OldTown,RM,1Fam,None,2Story,PConc,WD ,7,8,Gd,TA,Ex,Ex,Min2,SBrkr,Fa,155000
1269,2237,712.0,2.0,440.0,1980,2006,7,0.0,1,80.08695652173913,9839,329,3.0,Timber,RL,1Fam,None,2Story,PConc,WD ,6,8,TA,Gd,Ex,Gd,Typ,SBrkr,TA,204000
1270,2358,684.0,0.0,0.0,1872,1987,8,0.0,0,50.0,5250,74,2.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,8,5,TA,TA,Fa,TA,Typ,SBrkr,No Garage,122000
1271,1040,1040.0,2.0,484.0,1977,2008,5,0.0,0,61.0,8800,288,2.0,CollgCr,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,Gd,TA,Gd,Typ,SBrkr,TA,150500
1272,1258,1258.0,3.0,648.0,2006,2007,6,72.0,1,53.0,3922,160,2.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,New,7,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,172500
